hospital_name,city,state,county_name,hospital_overall_rating
TIFT REGIONAL MEDICAL CENTER,TIFTON,Georgia,Tift,3.0
MEMORIAL HOSPITAL MIRAMAR,MIRAMAR,Florida,Broward,4.0
ST JUDE MEDICAL CENTER,FULLERTON,California,Orange,5.0
GOODALL WITCHER HOSPITAL,CLIFTON,Texas,Bosque,4.0
COOPER UNIVERSITY HOSPITAL,CAMDEN,New Jersey,Camden,2.0
LEA REGIONAL MEDICAL CENTER,HOBBS,New Mexico,Lea,3.0
METHODIST FREMONT HEALTH,FREMONT,Nebraska,Dodge,4.0
LAKE REGIONAL HEALTH SYSTEM,OSAGE BEACH,Missouri,Camden,2.0
SHANDS STARKE REGIONAL MEDICAL CENTER,STARKE,Florida,Bradford,3.0
CONEMAUGH MEMORIAL MEDICAL CENTER,JOHNSTOWN,Pennsylvania,Cambria,1.0
JACKSON-MADISON COUNTY GENERAL HOSPITAL,JACKSON,Tennessee,Madison,1.0
SAINT JOHN HOSPITAL,LEAVENWORTH,Kansas,Leavenworth,4.0
SANFORD MEDICAL CENTER ABERDEEN,ABERDEEN,South Dakota,Brown,3.0
TRISTAR HENDERSONVILLE MEDICAL CENTER,HENDERSONVILLE,Tennessee,Sumner,4.0
OROVILLE HOSPITAL,OROVILLE,California,Butte,2.0
EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,GREENSBURG,Pennsylvania,Westmoreland,3.0
CENTRASTATE MEDICAL CENTER,FREEHOLD,New Jersey,Monmouth,3.0
LOMA LINDA UNIVERSITY MEDICAL CENTER,LOMA LINDA,California,San bernardino,3.0
KAISER FOUNDATION HOSPITAL MANTECA,MANTECA,California,San joaquin,4.0
TRINITY - ROCK ISLAND,ROCK ISLAND,Illinois,Rock island,3.0
SPRINGFIELD HOSPITAL,SPRINGFIELD,Vermont,Windsor,3.0
PLATEAU MEDICAL CENTER,OAK HILL,West Virginia,Fayette,4.0
MEMORIAL HOSPITAL,AURORA,Nebraska,Hamilton,3.0
MANCHESTER MEMORIAL HOSPITAL,MANCHESTER,Kentucky,Clay,3.0
ST ANTHONYS MEMORIAL HOSPITAL,EFFINGHAM,Illinois,Effingham,3.0
NS/LIJ HS SOUTHSIDE HOSPITAL,BAY SHORE,New York,Suffolk,3.0
PENN HIGHLANDS HUNTINDON,HUNTINGDON,Pennsylvania,Huntingdon,4.0
MINISTRY SAINT MARYS HOSPITAL,RHINELANDER,Wisconsin,Oneida,4.0
WOOSTER COMMUNITY HOSPITAL,WOOSTER,Ohio,Wayne,5.0
"WAKEMED, RALEIGH CAMPUS",RALEIGH,North Carolina,Wake,3.0
BANNER DESERT MEDICAL CENTER,MESA,Arizona,Maricopa,2.0
SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,California,San luis obispo,3.0
VALLEY REGIONAL HOSPITAL,CLAREMONT,New Hampshire,Sullivan,4.0
WALKER BAPTIST MEDICAL CENTER,JASPER,Alabama,Walker,3.0
WILBARGER GENERAL HOSPITAL,VERNON,Texas,Wilbarger,3.0
MUSC HEALTH CHESTER MEDICAL CENTER,CHESTER,South Carolina,Chester,2.0
ADVENTHEALTH FISH MEMORIAL,ORANGE CITY,Florida,Volusia,3.0
OCH REGIONAL MEDICAL CENTER,STARKVILLE,Mississippi,Oktibbeha,3.0
OCHILTREE GENERAL HOSPITAL,PERRYTON,Texas,Ochiltree,4.0
CARTERET GENERAL HOSPITAL,MOREHEAD CITY,North Carolina,Carteret,2.0
HIMA SAN PABLO-CAGUAS,CAGUAS,Puerto Rico,Caguas,1.0
CHRISTUS SPOHN HOSPITAL BEEVILLE,BEEVILLE,Texas,Bee,3.0
BAYFRONT HEALTH PUNTA GORDA,PUNTA GORDA,Florida,Charlotte,1.0
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,BROWNSVILLE,Texas,Cameron,3.0
REGIONAL HEALTH RAPID CITY HOSPITAL,RAPID CITY,South Dakota,Pennington,2.0
ASCENSION SACRED HEART GULF,PORT SAINT JOE,Florida,Gulf,5.0
MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,Iowa,Linn,5.0
UNITED MEMORIAL MEDICAL CENTER,BATAVIA,New York,Genesee,3.0
ST CLOUD HOSPITAL,SAINT CLOUD,Minnesota,Stearns,5.0
ASCENSION SACRED HEART BAY,PANAMA CITY,Florida,Bay,3.0
COX MONETT HOSPITAL,MONETT,Missouri,Barry,4.0
MEMORIAL HOSPITAL,CHESTER,Illinois,Randolph,4.0
TULANE MEDICAL CENTER,NEW ORLEANS,Louisiana,Orleans,1.0
DAVIS REGIONAL MEDICAL CENTER,STATESVILLE,North Carolina,Iredell,3.0
VALLEY COUNTY HEALTH SYSTEM,ORD,Nebraska,Valley,3.0
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,LITTLE ROCK,Arkansas,Pulaski,2.0
HEMET VALLEY MEDICAL CENTER,HEMET,California,Riverside,1.0
CONWAY REGIONAL HEALTH SYSTEM,CONWAY,Arkansas,Faulkner,1.0
CARRINGTON HEALTH CENTER,CARRINGTON,North Dakota,Foster,4.0
ST LUKES HOSPITAL,COLUMBUS,North Carolina,Polk,4.0
MEADVILLE MEDICAL CENTER,MEADVILLE,Pennsylvania,Crawford,3.0
MEMORIAL HERMANN NORTHEAST HOSPITAL,HUMBLE,Texas,Harris,2.0
PERRY COMMUNITY HOSPITAL,LINDEN,Tennessee,Perry,3.0
WELLMONT HOLSTON VALLEY MEDICAL CENTER,KINGSPORT,Tennessee,Sullivan,1.0
FREDONIA REGIONAL HOSPITAL,FREDONIA,Kansas,Wilson,3.0
CHRIST HOSPITAL,CINCINNATI,Ohio,Hamilton,5.0
MAYO CLINIC HEALTH SYSTEM - MANKATO,MANKATO,Minnesota,Blue earth,4.0
KENTUCKY RIVER MEDICAL CENTER,JACKSON,Kentucky,Breathitt,3.0
GUADALUPE REGIONAL MEDICAL CENTER,SEGUIN,Texas,Guadalupe,2.0
WESTERLY HOSPITAL,WESTERLY,Rhode Island,Washington,4.0
ALTRU HOSPITAL,GRAND FORKS,North Dakota,Grand forks,2.0
ADVOCATE BROMENN MEDICAL CENTER,NORMAL,Illinois,Mc lean,3.0
ADVENTIST HEALTH LODI MEMORIAL,LODI,California,San joaquin,3.0
OAKLAWN HOSPITAL,MARSHALL,Michigan,Calhoun,5.0
EMORY DECATUR HOSPITAL,DECATUR,Georgia,De kalb,1.0
"OKLAHOMA HEART HOSPITAL, LLC",OKLAHOMA CITY,Oklahoma,Oklahoma,5.0
SENTARA HALIFAX REGIONAL HOSPITAL,SOUTH BOSTON,Virginia,Halifax,3.0
COMMUNITY HOSPITALS AND WELLNESS CENTERS,BRYAN,Ohio,Williams,4.0
ATRIUM HEALTH LINCOLN,LINCOLNTON,North Carolina,Lincoln,5.0
BETHESDA NORTH,CINCINNATI,Ohio,Hamilton,3.0
"ASPIRUS MEDFORD HOSPITAL & CLINICS, INC",MEDFORD,Wisconsin,Taylor,4.0
CLARK MEMORIAL HOSPITAL,JEFFERSONVILLE,Indiana,Clark,2.0
TRISTAR SUMMIT MEDICAL CENTER,HERMITAGE,Tennessee,Davidson,3.0
BARTLETT REGIONAL HOSPITAL,JUNEAU,Alaska,Juneau,4.0
ENNIS REGIONAL MEDICAL CENTER,ENNIS,Texas,Ellis,3.0
HIGHLINE MEDICAL CENTER,BURIEN,Washington,King,2.0
CAPITAL HEALTH REGIONAL MEDICAL CENTER,TRENTON,New Jersey,Mercer,2.0
WEST CALCASIEU CAMERON HOSPITAL,SULPHUR,Louisiana,Calcasieu,3.0
USC VERDUGO HILLS HOSPITAL,GLENDALE,California,Los angeles,1.0
CORAL GABLES HOSPITAL,CORAL GABLES,Florida,Miami-dade,3.0
KOSSUTH REGIONAL HEALTH CENTER,ALGONA,Iowa,Kossuth,4.0
LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,California,Los angeles,2.0
ST JOSEPH MEDICAL CENTER,KANSAS CITY,Missouri,Jackson,5.0
GIBSON GENERAL HOSPITAL,PRINCETON,Indiana,Gibson,3.0
MERCY MEDICAL CENTER,MERCED,California,Merced,1.0
BELLEVUE MEDICAL CENTER,BELLEVUE,Nebraska,Sarpy,4.0
MUSC HEALTH MARION MEDICAL CENTER,MULLINS,South Carolina,Marion,2.0
ADIRONDACK MEDICAL CENTER,SARANAC LAKE,New York,Franklin,3.0
SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,LAS VEGAS,Nevada,Clark,2.0
UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,Washington,King,4.0
VIRGINIA HOSPITAL CENTER,ARLINGTON,Virginia,Arlington,5.0
FORT DUNCAN MEDICAL CENTER,EAGLE PASS,Texas,Maverick,3.0
ST MARGARETS HOSPITAL,SPRING VALLEY,Illinois,Bureau,3.0
FRANKFORT REGIONAL MEDICAL CENTER,FRANKFORT,Kentucky,Franklin,3.0
METROHEALTH SYSTEM,CLEVELAND,Ohio,Cuyahoga,2.0
ST MARYS HOSPITAL SUPERIOR,SUPERIOR,Wisconsin,Douglas,4.0
HOLLAND COMMUNITY HOSPITAL,HOLLAND,Michigan,Ottawa,5.0
MEMORIAL HOSPITAL WEST,PEMBROKE PINES,Florida,Broward,3.0
MORRIS COUNTY HOSPITAL,COUNCIL GROVE,Kansas,Morris,4.0
DENVER HEALTH & HOSPITAL AUTHORITY,DENVER,Colorado,Denver,3.0
PALMS OF PASADENA HOSPITAL,SAINT PETERSBURG,Florida,Pinellas,3.0
ST ANTHONY HOSPITAL,PENDLETON,Oregon,Umatilla,4.0
COULEE MEDICAL CENTER,GRAND COULEE,Washington,Grant,3.0
ONEIDA HEALTHCARE CENTER,ONEIDA,New York,Madison,3.0
SAN DIMAS COMMUNITY HOSPITAL,SAN DIMAS,California,Los angeles,2.0
MERCY HEALTH - ST CHARLES HOSPITAL,OREGON,Ohio,Lucas,3.0
ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,WARREN,Michigan,Macomb,2.0
SAINT VINCENT MEDICAL CENTER,LOS ANGELES,California,Los angeles,4.0
ANNA JAQUES HOSPITAL,NEWBURYPORT,Massachusetts,Essex,4.0
ST VINCENT HEART CENTER OF INDIANA LLC,INDIANAPOLIS,Indiana,Hamilton,5.0
SSM HEALTH ST CLARE HOSPITAL - BARABOO,BARABOO,Wisconsin,Sauk,4.0
UNIVERSITY OF UTAH HOSPITALS AND CLINICS,SALT LAKE CITY,Utah,Salt lake,4.0
HARPER UNIVERSITY HOSPITAL,DETROIT,Michigan,Wayne,2.0
ROBERT PACKER HOSPITAL,SAYRE,Pennsylvania,Bradford,2.0
SOUTHWEST MEMORIAL HOSPITAL,CORTEZ,Colorado,Montezuma,4.0
ST LUKE'S REGIONAL MEDICAL CENTER,BOISE,Idaho,Ada,5.0
CLEVELAND CLINIC INDIAN RIVER HOSPITAL,VERO BEACH,Florida,Indian river,3.0
"COOLEY DICKINSON HOSPITAL INC,THE",NORTHAMPTON,Massachusetts,Hampshire,3.0
CHI-ST VINCENT INFIRMARY,LITTLE ROCK,Arkansas,Pulaski,1.0
PIEDMONT HENRY HOSPITAL,STOCKBRIDGE,Georgia,Henry,2.0
O U MEDICAL CENTER,OKLAHOMA CITY,Oklahoma,Oklahoma,1.0
MCLAREN GREATER LANSING,LANSING,Michigan,Ingham,4.0
BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,MARBLE FALLS,Texas,Burnet,5.0
PERRY COUNTY MEMORIAL HOSPITAL,PERRYVILLE,Missouri,Perry,4.0
PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,New Hampshire,Rockingham,3.0
RIVERVIEW HOSPITAL,CROOKSTON,Minnesota,Polk,4.0
ALASKA NATIVE MEDICAL CENTER,ANCHORAGE,Alaska,Anchorage,2.0
HIMA SAN PABLO BAYAMON,BAYAMON,Puerto Rico,Bayamon,1.0
THE QUEENS MEDICAL CENTER,HONOLULU,Hawaii,Honolulu,4.0
PARK RIDGE HEALTH,HENDERSONVILLE,North Carolina,Henderson,5.0
JEFFERSON HOSPITAL,JEFFERSON HILLS,Pennsylvania,Allegheny,2.0
MERCY HEALTH SAINT MARY'S,GRAND RAPIDS,Michigan,Kent,4.0
WHEATON FRANCISCAN HEALTHCARE ST FRANCIS,MILWAUKEE,Wisconsin,Milwaukee,3.0
TRMC OF ORANGEBURG & CALHOUN,ORANGEBURG,South Carolina,Orangeburg,1.0
CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,SULPHUR SPRINGS,Texas,Hopkins,3.0
SAINT FRANCIS MEDICAL CENTER,PEORIA,Illinois,Peoria,1.0
ST BERNARDINE MEDICAL CENTER,SAN BERNARDINO,California,San bernardino,1.0
INSPIRA MEDICAL CENTER ELMER,ELMER,New Jersey,Salem,3.0
SACRED HEART HOSPITAL,PENSACOLA,Florida,Escambia,3.0
LOWELL GENERAL HOSPITAL,LOWELL,Massachusetts,Middlesex,2.0
METHODIST HOSPITALS INC,GARY,Indiana,Lake,3.0
SCOTT REGIONAL HOSPITAL CAH,MORTON,Mississippi,Scott,4.0
JEWISH HOSPITAL - SHELBYVILLE,SHELBYVILLE,Kentucky,Shelby,4.0
JEANES HOSPITAL,PHILADELPHIA,Pennsylvania,Philadelphia,4.0
NEWTON MEDICAL CENTER,NEWTON,Kansas,Harvey,5.0
"MEMORIAL HEALTHCARE SYSTEM, INC",CHATTANOOGA,Tennessee,Hamilton,4.0
NORTHERN MONTANA HOSPITAL,HAVRE,Montana,Hill,3.0
HIAWATHA COMMUNITY HOSPITAL,HIAWATHA,Kansas,Brown,4.0
MEADOWS REGIONAL MEDICAL CENTER,VIDALIA,Georgia,Toombs,2.0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NEW BRUNSWICK,New Jersey,Middlesex,2.0
"WILLIS KNIGHTON MEDICAL CENTER, INC",SHREVEPORT,Louisiana,Caddo,3.0
UH GEAUGA MEDICAL CENTER,CHARDON,Ohio,Geauga,4.0
CGH MEDICAL CENTER,STERLING,Illinois,Whiteside,3.0
MERIT HEALTH CENTRAL,JACKSON,Mississippi,Hinds,2.0
PRINCETON COMMUNITY HOSPITAL,PRINCETON,West Virginia,Mercer,2.0
PARK NICOLLET METHODIST HOSPITAL,SAINT LOUIS PARK,Minnesota,Hennepin,4.0
PRESENCE ST MARYS HOSPITAL,KANKAKEE,Illinois,Kankakee,4.0
CHOCTAW MEMORIAL HOSPITAL,HUGO,Oklahoma,Choctaw,3.0
ST LUKE'S HOSPITAL BETHLEHEM,BETHLEHEM,Pennsylvania,Northampton,5.0
COLLEGE MEDICAL CENTER,LONG BEACH,California,Los angeles,2.0
CASSIA REGIONAL HOSPITAL,BURLEY,Idaho,Cassia,3.0
MCKEE MEDICAL CENTER,LOVELAND,Colorado,Larimer,3.0
MISSOURI DELTA MEDICAL CENTER,SIKESTON,Missouri,Scott,2.0
JUPITER MEDICAL CENTER,JUPITER,Florida,Palm beach,4.0
"BAYHEALTH HOSPITAL, KENT CAMPUS",DOVER,Delaware,Kent,2.0
LAKES REGION GENERAL HOSPITAL,LACONIA,New Hampshire,Belknap,3.0
UNIVERSITY OF KANSAS HEALTH SYSTEM - ST FRANCIS CAMPUS,TOPEKA,Kansas,Shawnee,4.0
REGIONAL MEDICAL CENTER BAYONET POINT,HUDSON,Florida,Pasco,2.0
MISSION HOSPITAL REGIONAL MED CENTER,MISSION VIEJO,California,Orange,4.0
MEDSTAR SAINT MARY'S HOSPITAL,LEONARDTOWN,Maryland,St. marys,3.0
UMD SHORE MEDICAL CENTER AT EASTON,EASTON,Maryland,Talbot,4.0
ST ELIZABETH COMMUNITY HOSPITAL,RED BLUFF,California,Tehama,3.0
BAPTIST HEALTH FLOYD,NEW ALBANY,Indiana,Floyd,2.0
HEARTLAND REGIONAL MEDICAL CENTER,MARION,Illinois,Williamson,2.0
UF HEALTH SHANDS HOSPITAL,GAINESVILLE,Florida,Alachua,2.0
SPANISH PEAKS REGIONAL HEALTH CENTER,WALSENBURG,Colorado,Huerfano,4.0
CHI MERCY HEALTH,VALLEY CITY,North Dakota,Barnes,4.0
MONROE COUNTY HOSPITAL,ALBIA,Iowa,Monroe,3.0
MARY LANNING HEALTHCARE,HASTINGS,Nebraska,Adams,4.0
"INTEGRIS BAPTIST MEDICAL CENTER, INC",OKLAHOMA CITY,Oklahoma,Oklahoma,4.0
HANCOCK COUNTY HEALTH SYSTEM,BRITT,Iowa,Hancock,4.0
CHI HEALTH ST. ELIZABETH,LINCOLN,Nebraska,Lancaster,3.0
CEDAR PARK REGIONAL MEDICAL CENTER,CEDAR PARK,Texas,Williamson,4.0
SINAI-GRACE HOSPITAL,DETROIT,Michigan,Wayne,1.0
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,DECATUR,Alabama,Morgan,3.0
NORWOOD HOSPITAL,NORWOOD,Massachusetts,Norfolk,2.0
ASANTE ASHLAND COMMUNITY HOSPITAL,ASHLAND,Oregon,Jackson,5.0
CRITTENDEN COMMUNITY HOSPITAL,MARION,Kentucky,Crittenden,3.0
MILLINOCKET REGIONAL HOSPITAL,MILLINOCKET,Maine,Penobscot,4.0
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,SAN FRANCISCO,California,San francisco,3.0
CENTRAL TEXAS MEDICAL CENTER,SAN MARCOS,Texas,Hays,4.0
WELLSTAR SPALDING REGIONAL HOSPITAL,GRIFFIN,Georgia,Spalding,2.0
COMMUNITY MEMORIAL HOSPITAL,CLOQUET,Minnesota,Carlton,4.0
TMC- BONHAM HOSPITAL,BONHAM,Texas,Fannin,3.0
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,ANDERSON,Indiana,Madison,3.0
HAYWARD AREA MEMORIAL HOSPITAL,HAYWARD,Wisconsin,Sawyer,4.0
ST MARY'S HOSPITAL MEDICAL CENTER,GREEN BAY,Wisconsin,Brown,4.0
INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,BLOOMINGTON,Indiana,Monroe,4.0
REX HOSPITAL,RALEIGH,North Carolina,Wake,5.0
MILBANK AREA HOSPITAL/AVERA HEALTH,MILBANK,South Dakota,Grant,4.0
UNIVERSITY HOSPITAL AND MEDICAL CENTER,TAMARAC,Florida,Broward,2.0
UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,THOMSON,Georgia,Mc duffie,3.0
WADLEY REGIONAL MEDICAL CENTER AT HOPE,HOPE,Arkansas,Hempstead,3.0
BANNER DEL E. WEBB MEDICAL CENTER,SUN CITY WEST,Arizona,Maricopa,4.0
WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,California,Los angeles,3.0
HIGH POINT REGIONAL HEALTH SYSTEM,HIGH POINT,North Carolina,Guilford,4.0
DUKE HEALTH RALEIGH HOSPITAL,RALEIGH,North Carolina,Wake,5.0
NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER,NEW HYDE PARK,New York,Nassau,3.0
JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,WALNUT CREEK,California,Contra costa,5.0
TITUSVILLE HOSPITAL,TITUSVILLE,Pennsylvania,Crawford,4.0
HCA HOUSTON HEALTHCARE TOMBALL,TOMBALL,Texas,Harris,1.0
ASHLEY REGIONAL MEDICAL CENTER,VERNAL,Utah,Uintah,4.0
ST LUKES REGIONAL MEDICAL CENTER,SIOUX CITY,Iowa,Woodbury,1.0
MEMORIAL MEDICAL CENTER,LAS CRUCES,New Mexico,Dona ana,2.0
SHARON REGIONAL HEALTH SYSTEM,SHARON,Pennsylvania,Mercer,2.0
"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",COFFEYVILLE,Kansas,Montgomery,3.0
PRATTVILLE BAPTIST HOSPITAL,PRATTVILLE,Alabama,Autauga,5.0
MERCY ALLEN HOSPITAL,OBERLIN,Ohio,Lorain,3.0
MESA VIEW REGIONAL HOSPITAL,MESQUITE,Nevada,Clark,3.0
SHARP CHULA VISTA MEDICAL CENTER,CHULA VISTA,California,San diego,5.0
TENNOVA HEALTH CARE-CLEVELAND,CLEVELAND,Tennessee,Bradley,2.0
BELLEVUE HOSPITAL,BELLEVUE,Ohio,Sandusky,4.0
HIGHLAND COMMUNITY  HOSPITAL,PICAYUNE,Mississippi,Pearl river,2.0
ERIE COUNTY MEDICAL CENTER,BUFFALO,New York,Erie,3.0
VALLEY VIEW MEDICAL CENTER,FORT MOHAVE,Arizona,Mohave,2.0
ESSENTIA HEALTH DULUTH,DULUTH,Minnesota,St. louis,4.0
UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER,ASHLAND,Ohio,Ashland,3.0
KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,Arizona,Mohave,3.0
NEW LONDON HOSPITAL,NEW LONDON,New Hampshire,Merrimack,4.0
BENEWAH COMMUNITY HOSPITAL,ST MARIES,Idaho,Benewah,4.0
PIKE COUNTY MEMORIAL HOSPITAL,LOUISIANA,Missouri,Pike,3.0
GEISINGER WYOMING VALLEY MEDICAL CENTER,WILKES BARRE,Pennsylvania,Luzerne,4.0
AKRON GENERAL MEDICAL CENTER,AKRON,Ohio,Summit,4.0
ST DAVID'S MEDICAL CENTER,AUSTIN,Texas,Travis,5.0
ST JOSEPH'S HOSPITAL,BUCKHANNON,West Virginia,Upshur,3.0
HOT SPRINGS COUNTY MEMORIAL HOSPITAL,THERMOPOLIS,Wyoming,Hot springs,3.0
FRANCISCAN HEALTH MUNSTER,MUNSTER,Indiana,Lake,4.0
LINCOLNHEALTH,DAMARISCOTTA,Maine,Lincoln,4.0
NATIVIDAD MEDICAL CENTER,SALINAS,California,Monterey,3.0
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,WILLIAMSBURG,Virginia,James city,5.0
MIDSTATE MEDICAL CENTER,MERIDEN,Connecticut,New haven,4.0
ASPIRUS WAUSAU HOSPITAL,WAUSAU,Wisconsin,Marathon,3.0
BETSY JOHNSON REGIONAL HOSPITAL,DUNN,North Carolina,Harnett,4.0
ST ELIZABETH MEDICAL CENTER,UTICA,New York,Oneida,1.0
JOHNSON MEMORIAL HOSPITAL,STAFFORD SPRINGS,Connecticut,Tolland,3.0
KADLEC REGIONAL MEDICAL CENTER,RICHLAND,Washington,Benton,5.0
TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,BEDFORD,Texas,Tarrant,3.0
FAYETTE MEDICAL CENTER,FAYETTE,Alabama,Fayette,5.0
ADVENTHEALTH WESLEY CHAPEL,WESLEY CHAPEL,Florida,Pasco,5.0
WYTHE COUNTY COMMUNITY HOSPITAL,WYTHEVILLE,Virginia,Wythe,3.0
COMMUNITY HOSPITAL,MCCOOK,Nebraska,Red willow,2.0
UNIVERSITY OF MD HARFORD MEMORIAL HOSPITAL,HAVRE DE GRACE,Maryland,Harford,3.0
PARIS REGIONAL MEDICAL CENTER,PARIS,Texas,Lamar,2.0
AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,MILLER,South Dakota,Hand,4.0
CHARLEVOIX AREA HOSPITAL,CHARLEVOIX,Michigan,Charlevoix,4.0
ST JOSEPH'S HOSPITAL,SAINT PAUL,Minnesota,Ramsey,2.0
UNIVERSITY MEDICAL CENTER,LAS VEGAS,Nevada,Clark,1.0
RICHARDSON MEDICAL CENTER,RAYVILLE,Louisiana,Richland,3.0
EAST COOPER MEDICAL CENTER,MOUNT PLEASANT,South Carolina,Charleston,3.0
KING'S DAUGHTERS' MEDICAL CENTER,ASHLAND,Kentucky,Boyd,3.0
SHOALS HOSPITAL,MUSCLE SHOALS,Alabama,Colbert,2.0
SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,HENDERSON,Nevada,Clark,2.0
COMMUNITY HOSPITAL EAST,INDIANAPOLIS,Indiana,Marion,3.0
CROZER CHESTER MEDICAL CENTER,UPLAND,Pennsylvania,Delaware,2.0
NEW YORK-PRESBYTERIAN HOSPITAL,NEW YORK,New York,New york,3.0
ALLIANCEHEALTH WOODWARD,WOODWARD,Oklahoma,Woodward,4.0
ST PETERS HOSPITAL,HELENA,Montana,Lewis and clark,2.0
DOCTORS HOSPITAL AT RENAISSANCE,EDINBURG,Texas,Hidalgo,2.0
CHAPMAN GLOBAL MEDICAL CENTER,ORANGE,California,Orange,2.0
BRYAN W. WHITFIELD MEMORIAL HOSPITAL,DEMOPOLIS,Alabama,Marengo,3.0
JACKSON HOSPITAL,MARIANNA,Florida,Jackson,3.0
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,California,Monterey,5.0
GREENEVILLE COMMUNITY HOSPITAL,GREENEVILLE,Tennessee,Greene,3.0
FIVE RIVERS MEDICAL CENTER,POCAHONTAS,Arkansas,Randolph,2.0
NATIONAL PARK MEDICAL CENTER,HOT SPRINGS,Arkansas,Garland,1.0
PEACEHEALTH SOUTHWEST MEDICAL CENTER,VANCOUVER,Washington,Clark,3.0
CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES,CHADRON,Nebraska,Dawes,4.0
SAINT THOMAS MIDTOWN HOSPITAL,NASHVILLE,Tennessee,Davidson,4.0
SPARROW EATON HOSPITAL,CHARLOTTE,Michigan,Eaton,3.0
PRISMA HEALTH ROGER C. PEACE REHABILITATION HOSPITAL,GREENVILLE,South Carolina,Greenville,2.0
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,MORENO VALLEY,California,Riverside,1.0
PROVIDENCE HEALTH,COLUMBIA,South Carolina,Richland,3.0
ST CHARLES MADRAS,MADRAS,Oregon,Jefferson,3.0
AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,SIOUX FALLS,South Dakota,Minnehaha,3.0
"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",ONTARIO,Oregon,Malheur,5.0
BERGER HOSPITAL,CIRCLEVILLE,Ohio,Pickaway,2.0
VIDANT CHOWAN HOSPITAL,EDENTON,North Carolina,Chowan,3.0
MEMORIAL HERMANN KATY HOSPITAL,KATY,Texas,Fort bend,3.0
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,WEST ISLIP,New York,Suffolk,1.0
UTAH VALLEY HOSPITAL,PROVO,Utah,Utah,5.0
MILAN GENERAL HOSPITAL,MILAN,Tennessee,Gibson,3.0
LICKING MEMORIAL HOSPITAL,NEWARK,Ohio,Licking,3.0
LORETTO HOSPITAL,CHICAGO,Illinois,Cook,2.0
AURORA MEDICAL CTR WASHINGTON COUNTY,HARTFORD,Wisconsin,Washington,5.0
REGIONS HOSPITAL,SAINT PAUL,Minnesota,Ramsey,4.0
WEST VIRGINIA UNIVERSITY HOSPITALS,MORGANTOWN,West Virginia,Monongalia,2.0
ST PETERSBURG GENERAL HOSPITAL,SAINT PETERSBURG,Florida,Pinellas,2.0
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",BROOKLYN,New York,Kings,3.0
MCLAREN THUMB REGION,BAD AXE,Michigan,Huron,5.0
NORTHWESTERN MEDICINE MCHENRY HOSPITAL,MCHENRY,Illinois,Mc henry,5.0
CHESTNUT HILL HOSPITAL,PHILADELPHIA,Pennsylvania,Philadelphia,3.0
PARKLAND HEALTH & HOSPITAL SYSTEM,DALLAS,Texas,Dallas,2.0
GEORGE REGIONAL HEALTH SYSTEM,LUCEDALE,Mississippi,George,3.0
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,STEPHENVILLE,Texas,Erath,4.0
ABROM KAPLAN MEMORIAL HOSPITAL,KAPLAN,Louisiana,Vermilion,4.0
HOLZER MEDICAL CENTER,GALLIPOLIS,Ohio,Gallia,2.0
MYRTUE MEDICAL CENTER,HARLAN,Iowa,Shelby,3.0
